"peaks","time","vol","treatment","Event","peak_red","time_diff","vol_red","City","Soil","Rain"
1012.34802246094,49,10576.4668243222,"10%","50yr",-0.0871295703424194,0,1.18954460398706,"New_Orleans","high",11.9
1013.18408203125,49,10471.1050563851,"15%","50yr",-0.169787708340235,0,2.17388506891888,"New_Orleans","high",11.9
1013.1767578125,49,10439.1086623619,"20%","50yr",-0.169063589741919,0,2.47281081765727,"New_Orleans","high",11.9
1107.822265625,49,12268.2581718676,"1%","100yr",-0.00701955988792066,0,0.260914604027013,"New_Orleans","high",13.8
1108.12890625,49,12235.2312900168,"5%","100yr",-0.0347010896186219,0,0.529418163630043,"New_Orleans","high",13.8
1108.57043457031,49,12163.8296138684,"10%","100yr",-0.0745594069100019,0,1.10990300304417,"New_Orleans","high",13.8
1109.23754882812,49,12100.7446691547,"15%","100yr",-0.134782161678426,0,1.62277407242103,"New_Orleans","high",13.8
1110.26916503906,49,12025.6973797726,"20%","100yr",-0.227909792153807,0,2.23289719662921,"New_Orleans","high",13.8
45.4258308410645,49,679.886012661217,"1%","1_month",1.06903121813414,0,2.24371126211999,"Atlanta","high",0.9375
34.7479553222656,50,618.18461386892,"5%","1_month",24.3239183615959,5,11.1153451000652,"Atlanta","high",0.9375
23.3578796386719,51,557.985127332303,"10%","1_month",49.1298756993769,10,19.7710289619981,"Atlanta","high",0.9375
22.6631050109863,51,525.163038965945,"15%","1_month",50.642995563766,10,24.4902987918964,"Atlanta","high",0.9375
22.2002830505371,51,523.131163074277,"20%","1_month",51.6509556620845,10,24.7824487150401,"Atlanta","high",0.9375
163.057876586914,49,1482.27874671186,"1%","6_month",0.00234877711995383,0,1.01117766756621,"Atlanta","high",1.875
161.321105957031,49,1428.47041474462,"5%","6_month",1.06744901843575,0,4.60457966764527,"Atlanta","high",1.875
149.519119262695,49,1371.31240438318,"10%","6_month",8.30519167705681,0,8.42167827011488,"Atlanta","high",1.875
133.709716796875,50,1284.6112929789,"15%","6_month",18.0005412480821,5,14.2117099573809,"Atlanta","high",1.875
